,triage_type,duration,env_LV INT-Plaform,env_LV-QA,env_LV-REG,browser_chrome,error_type_code error,error_type_element not found,error_type_execution environment issue,error_type_network issue,error_type_other,error_type_suspect bug
3986,Data Issue,-0.47191011235955055,0,0,1,1,0,0,0,0,0,1
3987,Environment Error,-0.028089887640449437,0,0,1,1,0,1,0,0,0,0
4226,Dynamic Issue,0.03888888888888889,0,0,1,1,0,1,0,0,0,0
4227,Dynamic Issue,-0.35,0,0,1,1,0,1,0,0,0,0
4228,Dynamic Issue,-0.3916776750330251,0,0,1,1,0,1,0,0,0,0
4229,Product Error,0.47592067988668557,0,0,1,1,0,0,0,0,0,1
4230,Environment Error,-1.2289719626168225,0,0,1,1,0,0,0,0,0,1
4231,Environment Error,-0.10443037974683544,0,0,1,1,0,0,0,0,1,0
4232,Dynamic Issue,-0.019801980198019802,0,0,1,1,0,1,0,0,0,0
4233,Product Error,-4.190140845070423,0,0,1,1,0,1,0,0,0,0
4234,Dynamic Issue,0.1227735368956743,0,0,1,1,0,1,0,0,0,0
4657,Environment Error,-0.4744218640504555,0,0,1,1,0,1,0,0,0,0
4658,Environment Error,-0.5888888888888889,0,0,1,1,0,1,0,0,0,0
4659,Environment Error,-0.5888888888888889,0,0,1,1,0,1,0,0,0,0
4660,Script Issue,-0.403125,0,0,1,1,0,1,0,0,0,0
4661,Data Issue,-0.29015544041450775,0,0,1,1,0,1,0,0,0,0
4662,Script Issue,-0.27578947368421053,0,0,1,1,0,1,0,0,0,0
4663,Data Issue,-1.9945652173913044,0,0,1,1,0,1,0,0,0,0
4664,Data Issue,-1.9945652173913044,0,0,1,1,0,1,0,0,0,0
4665,Environment Error,-0.03621730382293763,0,0,1,1,0,1,0,0,0,0
4666,Product Change,-1.3333333333333333,0,0,1,1,0,1,0,0,0,0
4667,Product Change,-0.7354497354497355,0,0,1,1,0,1,0,0,0,0
4668,Environment Error,0.13106490233144297,0,0,1,1,0,1,0,0,0,0
4880,Environment Error,-0.24503311258278146,0,0,1,1,0,0,0,0,1,0
4881,Environment Error,-0.24503311258278146,0,0,1,1,0,0,0,0,1,0
4882,Environment Error,-0.23953911461491814,0,0,1,1,0,0,0,0,1,0
4883,Environment Error,-0.23953911461491814,0,0,1,1,0,0,0,0,1,0
4884,Environment Error,-0.2551829268292683,0,0,1,1,0,0,0,0,1,0
4885,Environment Error,-0.2551829268292683,0,0,1,1,0,0,0,0,1,0
4886,Environment Error,-0.2551829268292683,0,0,1,1,0,1,0,0,0,0
4887,Environment Error,-0.2551829268292683,0,0,1,1,0,1,0,0,0,0
4888,Environment Error,-0.05254237288135593,0,0,1,1,0,1,0,0,0,0
4897,Product Change,0.2136602451838879,0,0,1,1,0,1,0,0,0,0
4899,Product Change,0.1292372881355932,0,0,1,1,0,1,0,0,0,0
4906,Product Change,0.2594086021505376,0,0,1,1,0,1,0,0,0,0
4913,Environment Error,-0.3137755102040816,0,0,1,1,0,1,0,0,0,0
4914,Environment Error,-0.6364879649890591,0,0,1,1,0,0,0,0,0,1
4915,Environment Error,-0.6364879649890591,0,0,1,1,0,0,0,0,1,0
4916,Environment Error,-0.011632571199358203,0,0,1,1,0,1,0,0,0,0
4917,Environment Error,-0.7215980024968789,0,0,1,1,0,1,0,0,0,0
4918,Environment Error,-0.7215980024968789,0,0,1,1,0,0,0,0,0,1
5411,Product Error,0.12650602409638553,0,0,1,1,0,0,0,0,1,0
5412,Product Error,0.12650602409638553,0,0,1,1,1,0,0,0,0,0
5416,Dynamic Issue,-1.0316742081447965,0,0,1,1,0,1,0,0,0,0
5417,Dynamic Issue,-1.0316742081447965,0,0,1,1,0,1,0,0,0,0
5418,Dynamic Issue,-1.0316742081447965,0,0,1,1,0,1,0,0,0,0
5425,Product Change,-0.06502636203866433,0,0,1,1,0,1,0,0,0,0
5426,Product Change,-0.06502636203866433,0,0,1,1,0,1,0,0,0,0
5427,Product Change,-0.06502636203866433,0,0,1,1,0,1,0,0,0,0
5440,Product Change,0.36455696202531646,0,0,1,1,0,1,0,0,0,0
5441,Product Change,-0.818815331010453,0,0,1,1,0,0,0,0,0,1
5442,Product Change,-0.23577235772357724,0,0,1,1,0,0,0,0,0,1
